style_number,size,material_type,material_qty_per_unit,unit_of_measure
W-REGULAR-BLACK,22,Thread,114.0,meters
W-REGULAR-BLACK,22,Button,1.0,pieces
W-REGULAR-BLACK,22,Zipper,1.0,pieces
W-REGULAR-BLACK,22,Rivets,6.0,pieces
W-REGULAR-BLACK,22,Label,2.0,pieces
W-REGULAR-BLACK,24,Denim Fabric,0.98,meters
W-REGULAR-BLACK,24,Pocketing Fabric,0.25,meters
W-REGULAR-BLACK,24,Thread,123.0,meters
W-REGULAR-BLACK,24,Button,1.0,pieces
W-REGULAR-BLACK,24,Zipper,1.0,pieces
W-REGULAR-BLACK,24,Rivets,6.0,pieces
W-REGULAR-BLACK,24,Label,2.0,pieces
W-REGULAR-BLACK,26,Denim Fabric,1.06,meters
W-REGULAR-BLACK,26,Pocketing Fabric,0.26,meters
W-REGULAR-BLACK,26,Thread,132.0,meters
W-REGULAR-BLACK,26,Button,1.0,pieces
W-REGULAR-BLACK,26,Zipper,1.0,pieces
W-REGULAR-BLACK,26,Rivets,6.0,pieces
W-REGULAR-BLACK,26,Label,2.0,pieces
W-REGULAR-BLACK,28,Denim Fabric,1.13,meters
W-REGULAR-BLACK,28,Pocketing Fabric,0.28,meters
W-REGULAR-BLACK,28,Thread,141.0,meters
W-REGULAR-BLACK,28,Button,1.0,pieces
W-REGULAR-BLACK,28,Zipper,1.0,pieces
W-REGULAR-BLACK,28,Rivets,6.0,pieces
W-REGULAR-BLACK,28,Label,2.0,pieces
W-REGULAR-BLACK,30,Denim Fabric,1.2,meters
W-REGULAR-BLACK,30,Pocketing Fabric,0.3,meters
W-REGULAR-BLACK,30,Thread,150.0,meters
W-REGULAR-BLACK,30,Button,1.0,pieces
W-REGULAR-BLACK,30,Zipper,1.0,pieces
W-REGULAR-BLACK,30,Rivets,6.0,pieces
W-REGULAR-BLACK,30,Label,2.0,pieces
W-REGULAR-BLACK,32,Denim Fabric,1.27,meters
W-REGULAR-BLACK,32,Pocketing Fabric,0.32,meters
W-REGULAR-BLACK,32,Thread,159.0,meters
W-REGULAR-BLACK,32,Button,1.0,pieces
W-REGULAR-BLACK,32,Zipper,1.0,pieces
W-REGULAR-BLACK,32,Rivets,6.0,pieces
W-REGULAR-BLACK,32,Label,2.0,pieces
W-REGULAR-BLACK,34,Denim Fabric,1.34,meters
W-REGULAR-BLACK,34,Pocketing Fabric,0.34,meters
W-REGULAR-BLACK,34,Thread,168.0,meters
W-REGULAR-BLACK,34,Button,1.0,pieces
W-REGULAR-BLACK,34,Zipper,1.0,pieces
W-REGULAR-BLACK,34,Rivets,6.0,pieces
W-REGULAR-BLACK,34,Label,2.0,pieces
W-REGULAR-BLACK,36,Denim Fabric,1.42,meters
W-REGULAR-BLACK,36,Pocketing Fabric,0.35,meters
W-REGULAR-BLACK,36,Thread,177.0,meters
W-REGULAR-BLACK,36,Button,1.0,pieces
W-REGULAR-BLACK,36,Zipper,1.0,pieces
W-REGULAR-BLACK,36,Rivets,6.0,pieces
W-REGULAR-BLACK,36,Label,2.0,pieces
W-REGULAR-BLACK,38,Denim Fabric,1.49,meters
W-REGULAR-BLACK,38,Pocketing Fabric,0.37,meters
W-REGULAR-BLACK,38,Thread,186.0,meters
W-REGULAR-BLACK,38,Button,1.0,pieces
W-REGULAR-BLACK,38,Zipper,1.0,pieces
W-REGULAR-BLACK,38,Rivets,6.0,pieces
W-REGULAR-BLACK,38,Label,2.0,pieces
W-REGULAR-BLACK,40,Denim Fabric,1.56,meters
W-REGULAR-BLACK,40,Pocketing Fabric,0.39,meters
W-REGULAR-BLACK,40,Thread,195.0,meters
W-REGULAR-BLACK,40,Button,1.0,pieces
W-REGULAR-BLACK,40,Zipper,1.0,pieces
W-REGULAR-BLACK,40,Rivets,6.0,pieces
W-REGULAR-BLACK,40,Label,2.0,pieces
W-REGULAR-BLACK,42,Denim Fabric,1.63,meters
W-REGULAR-BLACK,42,Pocketing Fabric,0.41,meters
W-REGULAR-BLACK,42,Thread,204.0,meters
W-REGULAR-BLACK,42,Button,1.0,pieces
W-REGULAR-BLACK,42,Zipper,1.0,pieces
W-REGULAR-BLACK,42,Rivets,6.0,pieces
W-REGULAR-BLACK,42,Label,2.0,pieces
W-RELAXED-LIGHT,18,Denim Fabric,0.77,meters
W-RELAXED-LIGHT,18,Pocketing Fabric,0.19,meters
W-RELAXED-LIGHT,18,Thread,96.0,meters
W-RELAXED-LIGHT,18,Button,1.0,pieces
W-RELAXED-LIGHT,18,Zipper,1.0,pieces
W-RELAXED-LIGHT,18,Rivets,6.0,pieces
W-RELAXED-LIGHT,18,Label,2.0,pieces
W-RELAXED-LIGHT,20,Denim Fabric,0.84,meters
W-RELAXED-LIGHT,20,Pocketing Fabric,0.21,meters
W-RELAXED-LIGHT,20,Thread,105.0,meters
W-RELAXED-LIGHT,20,Button,1.0,pieces
W-RELAXED-LIGHT,20,Zipper,1.0,pieces
W-RELAXED-LIGHT,20,Rivets,6.0,pieces
W-RELAXED-LIGHT,20,Label,2.0,pieces
W-RELAXED-LIGHT,22,Denim Fabric,0.91,meters
W-RELAXED-LIGHT,22,Pocketing Fabric,0.23,meters
W-RELAXED-LIGHT,22,Thread,114.0,meters
W-RELAXED-LIGHT,22,Button,1.0,pieces
W-RELAXED-LIGHT,22,Zipper,1.0,pieces
W-RELAXED-LIGHT,22,Rivets,6.0,pieces
W-RELAXED-LIGHT,22,Label,2.0,pieces
W-RELAXED-LIGHT,24,Denim Fabric,0.98,meters
W-RELAXED-LIGHT,24,Pocketing Fabric,0.25,meters
W-RELAXED-LIGHT,24,Thread,123.0,meters
W-RELAXED-LIGHT,24,Button,1.0,pieces
W-RELAXED-LIGHT,24,Zipper,1.0,pieces
W-RELAXED-LIGHT,24,Rivets,6.0,pieces
W-RELAXED-LIGHT,24,Label,2.0,pieces
W-RELAXED-LIGHT,26,Denim Fabric,1.06,meters
W-RELAXED-LIGHT,26,Pocketing Fabric,0.26,meters
W-RELAXED-LIGHT,26,Thread,132.0,meters
W-RELAXED-LIGHT,26,Button,1.0,pieces
W-RELAXED-LIGHT,26,Zipper,1.0,pieces
W-RELAXED-LIGHT,26,Rivets,6.0,pieces
W-RELAXED-LIGHT,26,Label,2.0,pieces
W-RELAXED-LIGHT,28,Denim Fabric,1.13,meters
W-RELAXED-LIGHT,28,Pocketing Fabric,0.28,meters
W-RELAXED-LIGHT,28,Thread,141.0,meters
W-RELAXED-LIGHT,28,Button,1.0,pieces
W-RELAXED-LIGHT,28,Zipper,1.0,pieces
W-RELAXED-LIGHT,28,Rivets,6.0,pieces
W-RELAXED-LIGHT,28,Label,2.0,pieces
W-RELAXED-LIGHT,30,Denim Fabric,1.2,meters
W-RELAXED-LIGHT,30,Pocketing Fabric,0.3,meters
W-RELAXED-LIGHT,30,Thread,150.0,meters
W-RELAXED-LIGHT,30,Button,1.0,pieces
W-RELAXED-LIGHT,30,Zipper,1.0,pieces
W-RELAXED-LIGHT,30,Rivets,6.0,pieces
W-RELAXED-LIGHT,30,Label,2.0,pieces
W-RELAXED-LIGHT,32,Denim Fabric,1.27,meters
W-RELAXED-LIGHT,32,Pocketing Fabric,0.32,meters
W-RELAXED-LIGHT,32,Thread,159.0,meters
W-RELAXED-LIGHT,32,Button,1.0,pieces
W-RELAXED-LIGHT,32,Zipper,1.0,pieces
W-RELAXED-LIGHT,32,Rivets,6.0,pieces
W-RELAXED-LIGHT,32,Label,2.0,pieces
W-RELAXED-LIGHT,34,Denim Fabric,1.34,meters
W-RELAXED-LIGHT,34,Pocketing Fabric,0.34,meters
W-RELAXED-LIGHT,34,Thread,168.0,meters
W-RELAXED-LIGHT,34,Button,1.0,pieces
W-RELAXED-LIGHT,34,Zipper,1.0,pieces
W-RELAXED-LIGHT,34,Rivets,6.0,pieces
W-RELAXED-LIGHT,34,Label,2.0,pieces
W-RELAXED-LIGHT,36,Denim Fabric,1.42,meters
W-RELAXED-LIGHT,36,Pocketing Fabric,0.35,meters
W-RELAXED-LIGHT,36,Thread,177.0,meters
W-RELAXED-LIGHT,36,Button,1.0,pieces
W-RELAXED-LIGHT,36,Zipper,1.0,pieces
W-RELAXED-LIGHT,36,Rivets,6.0,pieces
W-RELAXED-LIGHT,36,Label,2.0,pieces
W-RELAXED-LIGHT,38,Denim Fabric,1.49,meters
W-RELAXED-LIGHT,38,Pocketing Fabric,0.37,meters
W-RELAXED-LIGHT,38,Thread,186.0,meters
W-RELAXED-LIGHT,38,Button,1.0,pieces
W-RELAXED-LIGHT,38,Zipper,1.0,pieces
W-RELAXED-LIGHT,38,Rivets,6.0,pieces
W-RELAXED-LIGHT,38,Label,2.0,pieces
W-RELAXED-LIGHT,40,Denim Fabric,1.56,meters
W-RELAXED-LIGHT,40,Pocketing Fabric,0.39,meters
W-RELAXED-LIGHT,40,Thread,195.0,meters
W-RELAXED-LIGHT,40,Button,1.0,pieces
W-RELAXED-LIGHT,40,Zipper,1.0,pieces
W-RELAXED-LIGHT,40,Rivets,6.0,pieces
W-RELAXED-LIGHT,40,Label,2.0,pieces
W-RELAXED-LIGHT,42,Denim Fabric,1.63,meters
W-RELAXED-LIGHT,42,Pocketing Fabric,0.41,meters
W-RELAXED-LIGHT,42,Thread,204.0,meters
W-RELAXED-LIGHT,42,Button,1.0,pieces
W-RELAXED-LIGHT,42,Zipper,1.0,pieces
W-RELAXED-LIGHT,42,Rivets,6.0,pieces
W-RELAXED-LIGHT,42,Label,2.0,pieces
W-RELAXED-MEDIUM,18,Denim Fabric,0.77,meters
W-RELAXED-MEDIUM,18,Pocketing Fabric,0.19,meters
W-RELAXED-MEDIUM,18,Thread,96.0,meters
W-RELAXED-MEDIUM,18,Button,1.0,pieces
W-RELAXED-MEDIUM,18,Zipper,1.0,pieces
W-RELAXED-MEDIUM,18,Rivets,6.0,pieces
W-RELAXED-MEDIUM,18,Label,2.0,pieces
W-RELAXED-MEDIUM,20,Denim Fabric,0.84,meters
W-RELAXED-MEDIUM,20,Pocketing Fabric,0.21,meters
W-RELAXED-MEDIUM,20,Thread,105.0,meters
W-RELAXED-MEDIUM,20,Button,1.0,pieces
W-RELAXED-MEDIUM,20,Zipper,1.0,pieces
W-RELAXED-MEDIUM,20,Rivets,6.0,pieces
W-RELAXED-MEDIUM,20,Label,2.0,pieces
W-RELAXED-MEDIUM,22,Denim Fabric,0.91,meters
W-RELAXED-MEDIUM,22,Pocketing Fabric,0.23,meters
W-RELAXED-MEDIUM,22,Thread,114.0,meters
W-RELAXED-MEDIUM,22,Button,1.0,pieces
W-RELAXED-MEDIUM,22,Zipper,1.0,pieces
W-RELAXED-MEDIUM,22,Rivets,6.0,pieces
W-RELAXED-MEDIUM,22,Label,2.0,pieces
W-RELAXED-MEDIUM,24,Denim Fabric,0.98,meters
W-RELAXED-MEDIUM,24,Pocketing Fabric,0.25,meters
W-RELAXED-MEDIUM,24,Thread,123.0,meters
W-RELAXED-MEDIUM,24,Button,1.0,pieces
W-RELAXED-MEDIUM,24,Zipper,1.0,pieces
W-RELAXED-MEDIUM,24,Rivets,6.0,pieces
W-RELAXED-MEDIUM,24,Label,2.0,pieces
W-RELAXED-MEDIUM,26,Denim Fabric,1.06,meters
W-RELAXED-MEDIUM,26,Pocketing Fabric,0.26,meters
W-RELAXED-MEDIUM,26,Thread,132.0,meters
W-RELAXED-MEDIUM,26,Button,1.0,pieces
W-RELAXED-MEDIUM,26,Zipper,1.0,pieces
W-RELAXED-MEDIUM,26,Rivets,6.0,pieces
W-RELAXED-MEDIUM,26,Label,2.0,pieces
W-RELAXED-MEDIUM,28,Denim Fabric,1.13,meters
W-RELAXED-MEDIUM,28,Pocketing Fabric,0.28,meters
W-RELAXED-MEDIUM,28,Thread,141.0,meters
W-RELAXED-MEDIUM,28,Button,1.0,pieces
W-RELAXED-MEDIUM,28,Zipper,1.0,pieces
W-RELAXED-MEDIUM,28,Rivets,6.0,pieces
W-RELAXED-MEDIUM,28,Label,2.0,pieces
W-RELAXED-MEDIUM,30,Denim Fabric,1.2,meters
W-RELAXED-MEDIUM,30,Pocketing Fabric,0.3,meters
W-RELAXED-MEDIUM,30,Thread,150.0,meters
W-RELAXED-MEDIUM,30,Button,1.0,pieces
W-RELAXED-MEDIUM,30,Zipper,1.0,pieces
W-RELAXED-MEDIUM,30,Rivets,6.0,pieces
W-RELAXED-MEDIUM,30,Label,2.0,pieces
W-RELAXED-MEDIUM,32,Denim Fabric,1.27,meters
W-RELAXED-MEDIUM,32,Pocketing Fabric,0.32,meters
W-RELAXED-MEDIUM,32,Thread,159.0,meters
W-RELAXED-MEDIUM,32,Button,1.0,pieces
W-RELAXED-MEDIUM,32,Zipper,1.0,pieces
W-RELAXED-MEDIUM,32,Rivets,6.0,pieces
W-RELAXED-MEDIUM,32,Label,2.0,pieces
W-RELAXED-MEDIUM,34,Denim Fabric,1.34,meters
W-RELAXED-MEDIUM,34,Pocketing Fabric,0.34,meters
W-RELAXED-MEDIUM,34,Thread,168.0,meters
W-RELAXED-MEDIUM,34,Button,1.0,pieces
W-RELAXED-MEDIUM,34,Zipper,1.0,pieces
W-RELAXED-MEDIUM,34,Rivets,6.0,pieces
W-RELAXED-MEDIUM,34,Label,2.0,pieces
W-RELAXED-MEDIUM,36,Denim Fabric,1.42,meters
W-RELAXED-MEDIUM,36,Pocketing Fabric,0.35,meters
W-RELAXED-MEDIUM,36,Thread,177.0,meters
W-RELAXED-MEDIUM,36,Button,1.0,pieces
W-RELAXED-MEDIUM,36,Zipper,1.0,pieces
W-RELAXED-MEDIUM,36,Rivets,6.0,pieces
W-RELAXED-MEDIUM,36,Label,2.0,pieces
W-RELAXED-MEDIUM,38,Denim Fabric,1.49,meters
W-RELAXED-MEDIUM,38,Pocketing Fabric,0.37,meters
W-RELAXED-MEDIUM,38,Thread,186.0,meters
W-RELAXED-MEDIUM,38,Button,1.0,pieces
W-RELAXED-MEDIUM,38,Zipper,1.0,pieces
W-RELAXED-MEDIUM,38,Rivets,6.0,pieces
W-RELAXED-MEDIUM,38,Label,2.0,pieces
W-RELAXED-MEDIUM,40,Denim Fabric,1.56,meters
W-RELAXED-MEDIUM,40,Pocketing Fabric,0.39,meters
W-RELAXED-MEDIUM,40,Thread,195.0,meters
W-RELAXED-MEDIUM,40,Button,1.0,pieces
W-RELAXED-MEDIUM,40,Zipper,1.0,pieces
W-RELAXED-MEDIUM,40,Rivets,6.0,pieces
W-RELAXED-MEDIUM,40,Label,2.0,pieces
W-RELAXED-MEDIUM,42,Denim Fabric,1.63,meters
W-RELAXED-MEDIUM,42,Pocketing Fabric,0.41,meters
W-RELAXED-MEDIUM,42,Thread,204.0,meters
W-RELAXED-MEDIUM,42,Button,1.0,pieces
W-RELAXED-MEDIUM,42,Zipper,1.0,pieces
W-RELAXED-MEDIUM,42,Rivets,6.0,pieces
W-RELAXED-MEDIUM,42,Label,2.0,pieces
W-RELAXED-DARK,18,Denim Fabric,0.77,meters
W-RELAXED-DARK,18,Pocketing Fabric,0.19,meters
W-RELAXED-DARK,18,Thread,96.0,meters
W-RELAXED-DARK,18,Button,1.0,pieces
W-RELAXED-DARK,18,Zipper,1.0,pieces
W-RELAXED-DARK,18,Rivets,6.0,pieces
W-RELAXED-DARK,18,Label,2.0,pieces
W-RELAXED-DARK,20,Denim Fabric,0.84,meters
W-RELAXED-DARK,20,Pocketing Fabric,0.21,meters
W-RELAXED-DARK,20,Thread,105.0,meters
W-RELAXED-DARK,20,Button,1.0,pieces
W-RELAXED-DARK,20,Zipper,1.0,pieces
W-RELAXED-DARK,20,Rivets,6.0,pieces
W-RELAXED-DARK,20,Label,2.0,pieces
W-RELAXED-DARK,22,Denim Fabric,0.91,meters
W-RELAXED-DARK,22,Pocketing Fabric,0.23,meters
W-RELAXED-DARK,22,Thread,114.0,meters
W-RELAXED-DARK,22,Button,1.0,pieces
W-RELAXED-DARK,22,Zipper,1.0,pieces
W-RELAXED-DARK,22,Rivets,6.0,pieces
W-RELAXED-DARK,22,Label,2.0,pieces
W-RELAXED-DARK,24,Denim Fabric,0.98,meters
W-RELAXED-DARK,24,Pocketing Fabric,0.25,meters
W-RELAXED-DARK,24,Thread,123.0,meters
W-RELAXED-DARK,24,Button,1.0,pieces
W-RELAXED-DARK,24,Zipper,1.0,pieces
W-RELAXED-DARK,24,Rivets,6.0,pieces
W-RELAXED-DARK,24,Label,2.0,pieces
W-RELAXED-DARK,26,Denim Fabric,1.06,meters
W-RELAXED-DARK,26,Pocketing Fabric,0.26,meters
W-RELAXED-DARK,26,Thread,132.0,meters
W-RELAXED-DARK,26,Button,1.0,pieces
W-RELAXED-DARK,26,Zipper,1.0,pieces
W-RELAXED-DARK,26,Rivets,6.0,pieces
W-RELAXED-DARK,26,Label,2.0,pieces
W-RELAXED-DARK,28,Denim Fabric,1.13,meters
W-RELAXED-DARK,28,Pocketing Fabric,0.28,meters
W-RELAXED-DARK,28,Thread,141.0,meters
W-RELAXED-DARK,28,Button,1.0,pieces
W-RELAXED-DARK,28,Zipper,1.0,pieces
W-RELAXED-DARK,28,Rivets,6.0,pieces
W-RELAXED-DARK,28,Label,2.0,pieces
W-RELAXED-DARK,30,Denim Fabric,1.2,meters
W-RELAXED-DARK,30,Pocketing Fabric,0.3,meters
W-RELAXED-DARK,30,Thread,150.0,meters
W-RELAXED-DARK,30,Button,1.0,pieces
W-RELAXED-DARK,30,Zipper,1.0,pieces
W-RELAXED-DARK,30,Rivets,6.0,pieces
W-RELAXED-DARK,30,Label,2.0,pieces
W-RELAXED-DARK,32,Denim Fabric,1.27,meters
W-RELAXED-DARK,32,Pocketing Fabric,0.32,meters
W-RELAXED-DARK,32,Thread,159.0,meters
W-RELAXED-DARK,32,Button,1.0,pieces
W-RELAXED-DARK,32,Zipper,1.0,pieces
W-RELAXED-DARK,32,Rivets,6.0,pieces
W-RELAXED-DARK,32,Label,2.0,pieces
W-RELAXED-DARK,34,Denim Fabric,1.34,meters
W-RELAXED-DARK,34,Pocketing Fabric,0.34,meters
W-RELAXED-DARK,34,Thread,168.0,meters
W-RELAXED-DARK,34,Button,1.0,pieces
W-RELAXED-DARK,34,Zipper,1.0,pieces
W-RELAXED-DARK,34,Rivets,6.0,pieces
W-RELAXED-DARK,34,Label,2.0,pieces
W-RELAXED-DARK,36,Denim Fabric,1.42,meters
W-RELAXED-DARK,36,Pocketing Fabric,0.35,meters
W-RELAXED-DARK,36,Thread,177.0,meters
W-RELAXED-DARK,36,Button,1.0,pieces
W-RELAXED-DARK,36,Zipper,1.0,pieces
W-RELAXED-DARK,36,Rivets,6.0,pieces
W-RELAXED-DARK,36,Label,2.0,pieces
W-RELAXED-DARK,38,Denim Fabric,1.49,meters
W-RELAXED-DARK,38,Pocketing Fabric,0.37,meters
W-RELAXED-DARK,38,Thread,186.0,meters
W-RELAXED-DARK,38,Button,1.0,pieces
W-RELAXED-DARK,38,Zipper,1.0,pieces
W-RELAXED-DARK,38,Rivets,6.0,pieces
W-RELAXED-DARK,38,Label,2.0,pieces
W-RELAXED-DARK,40,Denim Fabric,1.56,meters
W-RELAXED-DARK,40,Pocketing Fabric,0.39,meters
W-RELAXED-DARK,40,Thread,195.0,meters
W-RELAXED-DARK,40,Button,1.0,pieces
W-RELAXED-DARK,40,Zipper,1.0,pieces
W-RELAXED-DARK,40,Rivets,6.0,pieces
W-RELAXED-DARK,40,Label,2.0,pieces
W-RELAXED-DARK,42,Denim Fabric,1.63,meters
W-RELAXED-DARK,42,Pocketing Fabric,0.41,meters
W-RELAXED-DARK,42,Thread,204.0,meters
W-RELAXED-DARK,42,Button,1.0,pieces
W-RELAXED-DARK,42,Zipper,1.0,pieces
W-RELAXED-DARK,42,Rivets,6.0,pieces
W-RELAXED-DARK,42,Label,2.0,pieces
W-RELAXED-BLACK,18,Denim Fabric,0.77,meters
W-RELAXED-BLACK,18,Pocketing Fabric,0.19,meters
W-RELAXED-BLACK,18,Thread,96.0,meters
W-RELAXED-BLACK,18,Button,1.0,pieces
W-RELAXED-BLACK,18,Zipper,1.0,pieces
W-RELAXED-BLACK,18,Rivets,6.0,pieces
W-RELAXED-BLACK,18,Label,2.0,pieces
W-RELAXED-BLACK,20,Denim Fabric,0.84,meters
W-RELAXED-BLACK,20,Pocketing Fabric,0.21,meters
W-RELAXED-BLACK,20,Thread,105.0,meters
W-RELAXED-BLACK,20,Button,1.0,pieces
W-RELAXED-BLACK,20,Zipper,1.0,pieces
W-RELAXED-BLACK,20,Rivets,6.0,pieces
W-RELAXED-BLACK,20,Label,2.0,pieces
W-RELAXED-BLACK,22,Denim Fabric,0.91,meters
W-RELAXED-BLACK,22,Pocketing Fabric,0.23,meters
W-RELAXED-BLACK,22,Thread,114.0,meters
W-RELAXED-BLACK,22,Button,1.0,pieces
W-RELAXED-BLACK,22,Zipper,1.0,pieces
W-RELAXED-BLACK,22,Rivets,6.0,pieces
W-RELAXED-BLACK,22,Label,2.0,pieces
W-RELAXED-BLACK,24,Denim Fabric,0.98,meters
W-RELAXED-BLACK,24,Pocketing Fabric,0.25,meters
W-RELAXED-BLACK,24,Thread,123.0,meters
W-RELAXED-BLACK,24,Button,1.0,pieces
W-RELAXED-BLACK,24,Zipper,1.0,pieces
W-RELAXED-BLACK,24,Rivets,6.0,pieces
W-RELAXED-BLACK,24,Label,2.0,pieces
W-RELAXED-BLACK,26,Denim Fabric,1.06,meters
W-RELAXED-BLACK,26,Pocketing Fabric,0.26,meters
W-RELAXED-BLACK,26,Thread,132.0,meters
W-RELAXED-BLACK,26,Button,1.0,pieces
W-RELAXED-BLACK,26,Zipper,1.0,pieces
W-RELAXED-BLACK,26,Rivets,6.0,pieces
W-RELAXED-BLACK,26,Label,2.0,pieces
W-RELAXED-BLACK,28,Denim Fabric,1.13,meters
W-RELAXED-BLACK,28,Pocketing Fabric,0.28,meters
W-RELAXED-BLACK,28,Thread,141.0,meters
W-RELAXED-BLACK,28,Button,1.0,pieces
W-RELAXED-BLACK,28,Zipper,1.0,pieces
W-RELAXED-BLACK,28,Rivets,6.0,pieces
W-RELAXED-BLACK,28,Label,2.0,pieces
W-RELAXED-BLACK,30,Denim Fabric,1.2,meters
W-RELAXED-BLACK,30,Pocketing Fabric,0.3,meters
W-RELAXED-BLACK,30,Thread,150.0,meters
W-RELAXED-BLACK,30,Button,1.0,pieces
W-RELAXED-BLACK,30,Zipper,1.0,pieces
W-RELAXED-BLACK,30,Rivets,6.0,pieces
W-RELAXED-BLACK,30,Label,2.0,pieces
W-RELAXED-BLACK,32,Denim Fabric,1.27,meters
W-RELAXED-BLACK,32,Pocketing Fabric,0.32,meters
W-RELAXED-BLACK,32,Thread,159.0,meters
W-RELAXED-BLACK,32,Button,1.0,pieces
W-RELAXED-BLACK,32,Zipper,1.0,pieces
W-RELAXED-BLACK,32,Rivets,6.0,pieces
W-RELAXED-BLACK,32,Label,2.0,pieces
W-RELAXED-BLACK,34,Denim Fabric,1.34,meters
W-RELAXED-BLACK,34,Pocketing Fabric,0.34,meters
W-RELAXED-BLACK,34,Thread,168.0,meters
W-RELAXED-BLACK,34,Button,1.0,pieces
W-RELAXED-BLACK,34,Zipper,1.0,pieces
W-RELAXED-BLACK,34,Rivets,6.0,pieces
W-RELAXED-BLACK,34,Label,2.0,pieces
W-RELAXED-BLACK,36,Denim Fabric,1.42,meters
W-RELAXED-BLACK,36,Pocketing Fabric,0.35,meters
W-RELAXED-BLACK,36,Thread,177.0,meters
W-RELAXED-BLACK,36,Button,1.0,pieces
W-RELAXED-BLACK,36,Zipper,1.0,pieces
W-RELAXED-BLACK,36,Rivets,6.0,pieces
W-RELAXED-BLACK,36,Label,2.0,pieces
W-RELAXED-BLACK,38,Denim Fabric,1.49,meters
W-RELAXED-BLACK,38,Pocketing Fabric,0.37,meters
W-RELAXED-BLACK,38,Thread,186.0,meters
W-RELAXED-BLACK,38,Button,1.0,pieces
W-RELAXED-BLACK,38,Zipper,1.0,pieces
W-RELAXED-BLACK,38,Rivets,6.0,pieces
W-RELAXED-BLACK,38,Label,2.0,pieces
W-RELAXED-BLACK,40,Denim Fabric,1.56,meters
W-RELAXED-BLACK,40,Pocketing Fabric,0.39,meters
W-RELAXED-BLACK,40,Thread,195.0,meters
W-RELAXED-BLACK,40,Button,1.0,pieces
W-RELAXED-BLACK,40,Zipper,1.0,pieces
W-RELAXED-BLACK,40,Rivets,6.0,pieces
W-RELAXED-BLACK,40,Label,2.0,pieces
W-RELAXED-BLACK,42,Denim Fabric,1.63,meters
W-RELAXED-BLACK,42,Pocketing Fabric,0.41,meters
W-RELAXED-BLACK,42,Thread,204.0,meters
W-RELAXED-BLACK,42,Button,1.0,pieces
W-RELAXED-BLACK,42,Zipper,1.0,pieces
W-RELAXED-BLACK,42,Rivets,6.0,pieces
W-RELAXED-BLACK,42,Label,2.0,pieces
